cdek_id;city_name;region_name
16628;Шевченко;Адыгея
16712;Шелковников;Адыгея
16607;Шенджий;Адыгея
16730;Штурбино;Адыгея
16629;Шундук;Адыгея
16674;Шунтук;Адыгея
1627;Энем;Адыгея
323;Яблоновский;Адыгея
15403;Акташ;Алтай
13481;Артыбаш;Алтай
13516;Барангол;Алтай
13523;Барлак;Алтай
32674;Беш-Озек;Алтай
13504;Бирюля;Алтай
822;Горно-Алтайск;Алтай
13512;Дубровка;Алтай
13514;Известковый;Алтай
33180;Иогач;Алтай
13521;Камлак;Алтай
13518;Катунь;Алтай
15404;Кош-Агач;Алтай
31704;Кызыл-Озек;Алтай
77;Майма;Алтай
13476;Манжерок;Алтай
13524;Мыюта;Алтай
13482;Онгудай;Алтай
13505;Паспаул;Алтай
13506;Подгорное;Алтай
13513;Рыбалка;Алтай
33181;Сейка;Алтай
13483;Соузга;Алтай
15405;Турочак;Алтай
13519;Узнезя;Алтай
15406;Улаган;Алтай
15407;Усть-Кан;Алтай
15408;Усть-Кокса;Алтай
13515;Усть-Муны;Алтай
13525;Усть-Сема;Алтай
13478;Чемал;Алтай
13517;Чепош;Алтай
13522;Черга;Алтай
13503;Чоя;Алтай
13479;Шебалино;Алтай
13520;Элекмонар;Алтай
14854;Авиатор;"Алтайский край"
33757;Акутиха;"Алтайский край"
795;Алейск;"Алтайский край"
33761;Алексеевка;"Алтайский край"
33679;Аллак;"Алтайский край"
6;Алтайское;"Алтайский край"
33308;Антипино;"Алтайский край"
24510;Ащегуль;"Алтайский край"
13480;Ая;"Алтайский край"
1856;Баево;"Алтайский край"
274;Барнаул;"Алтайский край"
32719;"Баюновские Ключи";"Алтайский край"
814;Белокуриха;"Алтайский край"
33330;Белояровка;"Алтайский край"
31681;Березовка;"Алтайский край"
275;Бийск;"Алтайский край"
13477;"Бирюзовая Катунь";"Алтайский край"
803;Благовещенка;"Алтайский край"
33309;Бобково;"Алтайский край"
34302;Бобровка;"Алтайский край"
14855;"Борзовая заимка";"Алтайский край"
31271;Боровиха;"Алтайский край"
33819;Боровское;"Алтайский край"
13502;Бочкари;"Алтайский край"
34212;Бураново;"Алтайский край"
809;Бурла;"Алтайский край"
808;"Быстрый Исток";"Алтайский край"
13510;Верх-Ая;"Алтайский край"
16764;Верх-Катунское;"Алтайский край"
2334;Верх-Суетка;"Алтайский край"
49;Веселоярск;"Алтайский край"
13276;Власиха;"Алтайский край"
804;Волчиха;"Алтайский край"
792;Гальбштадт;"Алтайский край"
783;Горняк;"Алтайский край"
31838;Городецк;"Алтайский край"
13507;"Долина свободы";"Алтайский край"
2335;Ельцовка;"Алтайский край"
801;Завьялово;"Алтайский край"
1858;Залесово;"Алтайский край"
98;Заринск;"Алтайский край"
784;Змеиногорск;"Алтайский край"
787;Зональное;"Алтайский край"
32057;Зудилово;"Алтайский край"
14856;"Казенная заимка";"Алтайский край"
701;Калманка;"Алтайский край"
786;Камень-на-Оби;"Алтайский край"
34311;Карамышево;"Алтайский край"
13508;Катунь;"Алтайский край"
815;Ключи;"Алтайский край"
33090;Комсомольский;"Алтайский край"
1861;Косиха;"Алтайский край"
791;Красногорское;"Алтайский край"
812;Краснощеково;"Алтайский край"
31766;"Красный Яр";"Алтайский край"
16936;"Красный Яр";"Алтайский край"
1857;Крутиха;"Алтайский край"
31414;Куйбышево;"Алтайский край"
805;Кулунда;"Алтайский край"
813;Курья;"Алтайский край"
816;Кытманово;"Алтайский край"
14858;Лебяжье;"Алтайский край"
31307;Лебяжье;"Алтайский край"
1271;Малоенисейское;"Алтайский край"
782;Мамонтово;"Алтайский край"
34031;Мирный;"Алтайский край"
31963;Михайловка;"Алтайский край"
1147;Михайловское;"Алтайский край"
34023;Налобиха;"Алтайский край"
14857;"Научный городок";"Алтайский край"
796;Новичиха;"Алтайский край"
788;Новоалтайск;"Алтайский край"
1859;Новоегорьевское;"Алтайский край"
15521;Новомихайловка;"Алтайский край"
31415;Новопесчаное;"Алтайский край"
13278;Новосиликатный;"Алтайский край"
16935;Новотырышкино;"Алтайский край"
23772;"Новые Зори";"Алтайский край"
31328;Озерки;"Алтайский край"
14852;Октябрский;"Алтайский край"
34111;Октябрьский;"Алтайский край"
32738;Орехово;"Алтайский край"
24465;Орлеан;"Алтайский край"
32008;Орлово;"Алтайский край"
32657;Островное;"Алтайский край"
780;Павловск;"Алтайский край"
779;Панкрушиха;"Алтайский край"
31513;Первомайское;"Алтайский край"
810;Петропавловское;"Алтайский край"
13511;Платово;"Алтайский край"
33198;Плешково;"Алтайский край"
31390;Подсосново;"Алтайский край"
31395;Полевое;"Алтайский край"
797;Поспелиха;"Алтайский край"
31717;Пригородный;"Алтайский край"
15519;Прудской;"Алтайский край"
781;Ребриха;"Алтайский край"
802;Родино;"Алтайский край"
800;Романово;"Алтайский край"
798;Рубцовск;"Алтайский край"
32827;Самсоново;"Алтайский край"
24193;Сараса;"Алтайский край"
15517;"Сибирские Огни";"Алтайский край"
13090;Сибирский;"Алтайский край"
806;Славгород;"Алтайский край"
15524;Смоленское;"Алтайский край"
1860;Советское;"Алтайский край"
32941;Соколово;"Алтайский край"
2336;Солонешное;"Алтайский край"
2332;Солтон;"Алтайский край"
14853;Спутник;"Алтайский край"
16028;Сростки;"Алтайский край"
799;Староалейское;"Алтайский край"
954;"Степное Озеро";"Алтайский край"
1863;Табуны;"Алтайский край"
817;Тальменка;"Алтайский край"
33068;Татьяновка;"Алтайский край"
820;Тогул;"Алтайский край"
794;Топчиха;"Алтайский край"
24026;Точильное;"Алтайский край"
790;Троицкое;"Алтайский край"
15950;Тугозвоново;"Алтайский край"
785;Тюменцево;"Алтайский край"
2337;Угловское;"Алтайский край"
15518;Урожайный;"Алтайский край"
2330;Усть-Калманка;"Алтайский край"
2331;"Усть-Чарышская Пристань";"Алтайский край"
31964;Усятское;"Алтайский край"
807;Хабары;"Алтайский край"
2333;Целинное;"Алтайский край"
811;Чарышское;"Алтайский край"
23851;Шадрино;"Алтайский край"
15520;Шахи;"Алтайский край"
1862;Шелаболиха;"Алтайский край"
793;Шипуново;"Алтайский край"
13277;Южный;"Алтайский край"
778;Яровое;"Алтайский край"
14424;Архара;"Амурская область"
896;Белогорск;"Амурская область"
286;Благовещенск;"Амурская область"
918;Богородское;"Амурская область"
13488;Бурея;"Амурская область"
14425;Варваровка;"Амурская область"
33594;Верхнезейск;"Амурская область"
32721;Горный;"Амурская область"
13370;Дактуй;"Амурская область"
34249;Дипкун;"Амурская область"
14427;Екатеринославка;"Амурская область"
24454;"Ерофей Павлович";"Амурская область"
32961;Жариково;"Амурская область"
3224;Завитинск;"Амурская область"
2329;Зея;"Амурская область"
13328;Ивановка;"Амурская область"
14445;"Константиновка ";"Амурская область"
13012;Магдагачи;"Амурская область"
32973;Могот;"Амурская область"
13065;Невер;"Амурская область"
13936;Новоалександровка;"Амурская область"
13447;Новобурейский;"Амурская область"
14426;"Новокиевский Увал";"Амурская область"
34151;Новорайчихинск;"Амурская область"
33800;Первомайское;"Амурская область"
14423;Поярково;"Амурская область"
34309;Придорожное;"Амурская область"
14422;Прогресс;"Амурская область"
13013;Райчихинск;"Амурская область"
14428;Ромны;"Амурская область"
3229;Свободный;"Амурская область"
13396;Серышево;"Амурская область"
34229;Сиваки;"Амурская область"
13064;Сковородино;"Амурская область"
1763;Талакан;"Амурская область"
16577;Талдан;"Амурская область"
13937;Тамбовка;"Амурская область"
13294;Тыгда;"Амурская область"
318;Тында;"Амурская область"
13395;Углегорск;"Амурская область"
24418;Уруша;"Амурская область"
13931;Февральск;"Амурская область"
32145;Чембары;"Амурская область"
24403;Чигири;"Амурская область"
34022;Чильчи;"Амурская область"
1760;Шимановск;"Амурская область"
14792;Экимчан;"Амурская область"
402;Архангельск;"Архангельская область"
13292;Архангельск-55;"Архангельская область"
1952;Березник;"Архангельская область"
1955;Васьково;"Архангельская область"
994;Вельск;"Архангельская область"
1953;"Верхняя Тойма";"Архангельская область"
24516;Волошка;"Архангельская область"
31036;Вычегодский;"Архангельская область"
31494;"Горка Муравьевская";"Архангельская область"
23899;Двинской;"Архангельская область"
24347;Долматово;"Архангельская область"
34250;Емецк;"Архангельская область"
24484;Ерцево;"Архангельская область"
33319;Заречный;"Архангельская область"
32736;Ивакша;"Архангельская область"
24483;Илеза;"Архангельская область"
2342;Ильинско-Подомское;"Архангельская область"
1954;Каргополь;"Архангельская область"
14593;Карпогоры;"Архангельская область"
32662;Катунино;"Архангельская область"
24357;Кизема;"Архангельская область"
24405;Климовская;"Архангельская область"
32796;Кодино;"Архангельская область"
22938;Конево;"Архангельская область"
1948;Коноша;"Архангельская область"
1170;Коряжма;"Архангельская область"
14316;"Костылево п.";"Архангельская область"
1756;Котлас;"Архангельская область"
2340;Красноборск;"Архангельская область"
15196;Красное;"Архангельская область"
33807;Кулой;"Архангельская область"
34355;Ламбас;"Архангельская область"
16030;Лешуконское;"Архангельская область"
24355;Луковецкий;"Архангельская область"
13014;Мезень;"Архангельская область"
1951;Мирный;"Архангельская область"
13095;Мухонская;"Архангельская область"
997;Новодвинск;"Архангельская область"
15429;"Новое Лукино";"Архангельская область"
1949;Няндома;"Архангельская область"
1957;Обозерский;"Архангельская область"
2341;Октябрьский;"Архангельская область"
1950;Онега;"Архангельская область"
33130;Пертоминск;"Архангельская область"
24384;Пинега;"Архангельская область"
406;Плесецк;"Архангельская область"
23659;Покровское;"Архангельская область"
15946;Приводино;"Архангельская область"
34047;Рочегда;"Архангельская область"
2339;Савинский;"Архангельская область"
34328;Самково;"Архангельская область"
16029;Самодед;"Архангельская область"
996;Северодвинск;"Архангельская область"
13411;Североонежск;"Архангельская область"
13017;Соловецкий;"Архангельская область"
32233;Сольвычегодск;"Архангельская область"
33536;Уемский;"Архангельская область"
14317;"Урдома п.";"Архангельская область"
24482;Хозьмино;"Архангельская область"
2338;Холмогоры;"Архангельская область"
1956;Цигломень;"Архангельская область"
13726;Черемушский;"Архангельская область"
24485;Шангалы;"Архангельская область"
34162;Шелоховская;"Архангельская область"
14594;Шенкурск;"Архангельская область"
16031;Шипицыно;"Архангельская область"
23709;Шотова;"Архангельская область"
16815;Яренск;"Архангельская область"
16849;Азовский;"Астраханская область"
14936;Аксарайский;"Астраханская область"
16834;Алгаза;"Астраханская область"
14806;Ассадулаево;"Астраханская область"
432;Астрахань;"Астраханская область"
14803;Атал;"Астраханская область"
145;Ахтубинск;"Астраханская область"
16872;Ашулук;"Астраханская область"
14938;Байбек;"Астраханская область"
14942;Бакланье;"Астраханская область"
14952;Басы;"Астраханская область"
14884;Батаевка;"Астраханская область"
14865;Бахтемир;"Астраханская область"
16860;"Белый Ильмень";"Астраханская область"
16869;Белячий;"Астраханская область"
14945;Бирюковка;"Астраханская область"
14916;Болхуны;"Астраханская область"
14964;Бударино;"Астраханская область"
16868;Бузан-Пристань;"Астраханская область"
34217;Буруны;"Астраханская область"
14954;Верхнекалиновский;"Астраханская область"
14937;Верхнелебяжье;"Астраханская область"
2402;"Верхний Баскунчак";"Астраханская область"
14939;"Верхний Бузан";"Астраханская область"
16859;"Веселая Грива";"Астраханская область"
16863;Винный;"Астраханская область"
16873;Владимировка;"Астраханская область"
16858;Водяновка;"Астраханская область"
33321;Волго-Каспийский;"Астраханская область"
16876;Волжское;"Астраханская область"
2403;Володарский;"Астраханская область"
14929;Вольное;"Астраханская область"
16864;Воробьевский;"Астраханская область"
16874;Восток;"Астраханская область"
14879;Вязовка;"Астраханская область"
16857;Гандурино;"Астраханская область"
14951;Грушево;"Астраханская область"
14934;Досанг;"Астраханская область"
14866;Евпраксино;"Астраханская область"
2404;Енотаевка;"Астраханская область"
16851;"Жан Аул";"Астраханская область"
2405;Замьяны;"Астраханская область"
14958;Занзели;"Астраханская область"
16844;Заречное;"Астраханская область"
16852;Затон;"Астраханская область"
14949;Зеленга;"Астраханская область"
34180;Зензели;"Астраханская область"
2406;Знаменск;"Астраханская область"
14919;Золотуха;"Астраханская область"
14883;Зубовка;"Астраханская область"
14927;Ивановка;"Астраханская область"
14870;Иванчуг;"Астраханская область"
2407;Икряное;"Астраханская область"
14863;Ильинка;"Астраханская область"
14877;"Каменный Яр";"Астраханская область"
2408;Камызяк;"Астраханская область"
14956;Камышово;"Астраханская область"
14805;Камязяк;"Астраханская область"
14875;"Капустин Яр";"Астраханская область"
14955;Караванное;"Астраханская область"
14814;Карагали;"Астраханская область"
14957;Каралат;"Астраханская область"
14960;Караульное;"Астраханская область"
14953;Каспий;"Астраханская область"
16853;Кировский;"Астраханская область"
14811;"Кирпичного завода поселок";"Астраханская область"
16862;Козлово;"Астраханская область"
14935;Комсомольский;"Астраханская область"
14925;Копановка;"Астраханская область"
16875;Косика;"Астраханская область"
14924;Кочковатка;"Астраханская область"
2409;"Красные Баррикады";"Астраханская область"
13112;"Красный Яр";"Астраханская область"
14813;Кулаковка;"Астраханская область"
16870;Лапас;"Астраханская область"
14932;Ленино;"Астраханская область"
14962;Лесное;"Астраханская область"
2410;Лиман;"Астраханская область"
14946;Линейное;"Астраханская область"
14867;Мансур;"Астраханская область"
34122;Марфино;"Астраханская область"
14923;Михайловка;"Астраханская область"
14944;Мултаново;"Астраханская область"
14963;Мумра;"Астраханская область"
2411;Нариманово;"Астраханская область"
14804;Нартовский;"Астраханская область"
2412;Началово;"Астраханская область"
16856;Нижненикольский;"Астраханская область"
2413;"Нижний Баскунчак";"Астраханская область"
14920;Никольское;"Астраханская область"
16839;Ниновка;"Астраханская область"
16854;Новинский;"Астраханская область"
14862;Новокучергановка;"Астраханская область"
16879;Новолесное;"Астраханская область"
14810;Новоначаловский;"Астраханская область"
14915;Новониколаевка;"Астраханская область"
16032;Новоурусовка;"Астраханская область"
16855;Образцово-Травино;"Астраханская область"
16846;Оля;"Астраханская область"
14961;Оранжереи;"Астраханская область"
13287;"Осыпной Бугор";"Астраханская область"
14807;"Первое Мая";"Астраханская область"
16845;Песчаное;"Астраханская область"
14918;Пироговка;"Астраханская область"
14941;Пойменный;"Астраханская область"
14880;Покровка;"Астраханская область"
14876;"Пологое Займище";"Астраханская область"
16835;"пос. Анатолия Зверева";"Астраханская область"
14948;Прикаспийский;"Астраханская область"
14922;Пришиб;"Астраханская область"
16848;Промысловка;"Астраханская область"
14873;Раздор;"Астраханская область"
14864;Рассвет;"Астраханская область"
14808;Растопуловка;"Астраханская область"
14933;Речное;"Астраханская область"
14874;Рычанский;"Астраханская область"
14871;Садовый;"Астраханская область"
33760;Сасыколи;"Астраханская область"
16838;Светлое;"Астраханская область"
16867;Сеитовка;"Астраханская область"
14928;Селитренное;"Астраханская область"
16837;Сергиевка;"Астраханская область"
16871;Сероглазово;"Астраханская область"
14917;"Соленое Займище";"Астраханская область"
16865;Солнечный;"Астраханская область"
14878;Солодники;"Астраханская область"
14943;Солянка;"Астраханская область"
2414;"Средний Баскунчак";"Астраханская область"
14881;Старица;"Астраханская область"
14851;"Старокучергановка ";"Астраханская область"
14868;"Стеклозавода поселок";"Астраханская область"
16878;Стрелецкое;"Астраханская область"
16843;Судачье;"Астраханская область"
14930;Табун-Арал;"Астраханская область"
16866;Тальниковый;"Астраханская область"
14926;Тамбовка;"Астраханская область"
14802;"Татарская Башмаковка";"Астраханская область"
16877;Тинаки;"Астраханская область"
14809;"Три Протока";"Астраханская область"
16836;Троицкий;"Астраханская область"
16861;Трубный;"Астраханская область"
32128;Трусово;"Астраханская область"
14950;Тузуклей;"Астраханская область"
14947;Тумак;"Астраханская область"
14921;Удачное;"Астраханская область"
14882;Успенка;"Астраханская область"
16841;Федоровка;"Астраханская область"
14812;Фунтово;"Астраханская область"
13121;Харабали;"Астраханская область"
16842;Хмелевой;"Астраханская область"
14931;Хошеутово;"Астраханская область"
14869;Чаган;"Астраханская область"
16850;Чапаево;"Астраханская область"
2415;"Черный Яр";"Астраханская область"
14959;Чулпан;"Астраханская область"
14801;Яксатово;"Астраханская область"
14872;Яманцуг;"Астраханская область"
16847;Яндыки;"Астраханская область"
13097;Авдон;Башкортостан
634;Агидель;Башкортостан
1767;Азово;Башкортостан
16269;Акбердино;Башкортостан
2416;"Аксаково село";Башкортостан
2417;Аксеново;Башкортостан
90;Актау;Башкортостан
651;Акъяр;Башкортостан
31173;Алегазово;Башкортостан
13136;Алексеевка;Башкортостан
33873;Алкино-2;Башкортостан
13616;Амзя;Башкортостан
31840;Аркаул;Башкортостан
13499;Арлан;Башкортостан
32975;Арово;Башкортостан
663;Архангельское;Башкортостан
648;Аскарово;Башкортостан
661;Аскино;Башкортостан
31841;Атаевка;Башкортостан
13203;Аэропорт;Башкортостан
14708;Байкибашево;Башкортостан
646;Баймак;Башкортостан
637;Бакалы;Башкортостан
631;Белебей;Башкортостан
249;Белорецк;Башкортостан
638;Бижбуляк;Башкортостан
548;Бирск;Башкортостан
656;Благовещенск;Башкортостан
660;Большеустьикинское;Башкортостан
662;Буздяк;Башкортостан
14386;Булгаково;Башкортостан
649;Бураево;Башкортостан
23702;Бурибай;Башкортостан
14307;Буруновка;Башкортостан
31884;Бурцево;Башкортостан
14638;Вавилово;Башкортостан
654;Верхнеяркеево;Башкортостан
643;"Верхние Киги";Башкортостан
667;"Верхние Татышлы";Башкортостан
24359;"Верхний Авзян";Башкортостан
31842;Ветошниково;Башкортостан
31843;Вотикеево;Башкортостан
31885;Геофизиков;Башкортостан
31886;Горново;Башкортостан
658;Давлеканово;Башкортостан
13202;Дема;Башкортостан
31002;Дмитриевка;Башкортостан
31887;Дорогино;Башкортостан
34058;Дюмеево;Башкортостан
405;Дюртюли;Башкортостан
31844;Елкибаево;Башкортостан
636;Ермекеево;Башкортостан
650;Ермолаево;Башкортостан
34061;Ефремкино;Башкортостан
31845;Жилино;Башкортостан
2418;Жуково;Башкортостан
647;Зилаир;Башкортостан
31846;Зинино;Башкортостан
34260;Зирган;Башкортостан
13004;Зубово;Башкортостан
673;Иглино;Башкортостан
17402;Инзер;Башкортостан
33764;Исаметово;Башкортостан
31967;Исанбаево;Башкортостан
31847;Искино;Башкортостан
630;Исянгулово;Башкортостан
32888;Итеево;Башкортостан
672;Ишимбай;Башкортостан
33875;Кайраково;Башкортостан
668;Калтасы;Башкортостан
14385;Кандры;Башкортостан
639;Караидель;Башкортостан
31488;Карлыханово;Башкортостан
13498;Карманово;Башкортостан
655;Кармаскалы;Башкортостан
31848;Карпово;Башкортостан
33780;Кашкалево;Башкортостан
632;Киргиз-Мияки;Башкортостан
31849;Князево;Башкортостан
24360;Константиноградовка;Башкортостан
665;"Красная Горка";Башкортостан
635;Красноусольский;Башкортостан
24138;Краснохолмский;Башкортостан
12998;"Красный Ключ";Башкортостан
23640;"Красный Холм";Башкортостан
31889;"Красный Яр";Башкортостан
23947;Кудеевский;Башкортостан
653;Кумертау;Башкортостан
1265;Курасково;Башкортостан
669;Кушнаренково;Башкортостан
24512;Куяново;Башкортостан
31888;Лебяжий;Башкортостан
32120;Леуза;Башкортостан
31850;Локотки;Башкортостан
303;Майск;Башкортостан
32141;Макарово;Башкортостан
13205;Максимовка;Башкортостан
666;Малояз;Башкортостан
34227;Мариинский;Башкортостан
31890;Мармылево;Башкортостан
31331;Марс;Башкортостан
2419;Межгорье;Башкортостан
946;Мелеуз;Башкортостан
1139;Месягутово;Башкортостан
23984;Миловка;Башкортостан
31916;Михайловка;Башкортостан
2420;Михайловка;Башкортостан
644;Мишкино;Башкортостан
1351;Мокроусово;Башкортостан
633;Мраково;Башкортостан
31891;Мударисово;Башкортостан
31851;Нагаево;Башкортостан
23662;Наумовка;Башкортостан
629;Нефтекамск;Башкортостан
31892;Нижегородка;Башкортостан
24487;"Нижнее Бобино";Башкортостан
33498;Нижнетроицкий;Башкортостан
2421;Никифарово;Башкортостан
15237;Николаевка;Башкортостан
652;Николо-Березовка;Башкортостан
31852;Никольский;Башкортостан
33957;"Новая Бура";Башкортостан
32950;"Новая Отрадовка";Башкортостан
645;Новобелокатай;Башкортостан
34175;"Новое Барятино";Башкортостан
13382;Новомуслюмово;Башкортостан
31423;Новосепяшево;Башкортостан
33103;Новоусманово;Башкортостан
34106;"Новые Карамалы";Башкортостан
31853;"Новые Черкассы";Башкортостан
33132;Нугуш;Башкортостан
2422;Нурлино;Башкортостан
657;Октябрьский;Башкортостан
34173;Первомайский;Башкортостан
16033;Подымалово;Башкортостан
31854;Поляна;Башкортостан
2423;Прибельский;Башкортостан
13001;Приютово;Башкортостан
1138;Раевский;Башкортостан
15236;"Русский Юрмаш";Башкортостан
111;Салават;Башкортостан
34102;Сарва;Башкортостан
664;Сибай;Башкортостан
31485;Сикияз;Башкортостан
23762;Силосово;Башкортостан
1405;Старобалтачево;Башкортостан
31297;Старосепяшево;Башкортостан
1406;Старосубхангулово;Башкортостан
32897;"Старые Туймазы";Башкортостан
31855;"Старые Турбаслы";Башкортостан
671;Стерлибашево;Башкортостан
257;Стерлитамак;Башкортостан
15080;Субханкулово;Башкортостан
31893;Суровка;Башкортостан
23705;Табынское;Башкортостан
32119;Тавтиманово;Башкортостан
23069;Таймеево;Башкортостан
31894;Таптыково;Башкортостан
33656;Татыр-Узяк;Башкортостан
13317;Тимашево;Башкортостан
640;Толбазы;Башкортостан
628;Туймазы;Башкортостан
34358;Удельно-Дуваней;Башкортостан
31412;Уктеево;Башкортостан
33091;Улукулево;Башкортостан
33658;Усень-Ивановское;Башкортостан
256;Уфа;Башкортостан
670;Учалы;Башкортостан
31856;Федоровка;Башкортостан
641;Федоровка;Башкортостан
674;Чекмагуш;Башкортостан
31895;Черкассы;Башкортостан
31828;Чернолесовский;Башкортостан
